"SEQ_KEY","COORD_OP_CODE","SOURCE_CRS_CODE","TARGET_CRS_CODE","REMARKS","COORD_OP_SCOPE","AREA_OF_USE_CODE","AREA_SOUTH_BOUND_LAT","AREA_NORTH_BOUND_LAT","AREA_WEST_BOUND_LON","AREA_EAST_BOUND_LON","SHOW_OPERATION","DEPRECATED","COORD_OP_METHOD_CODE","DX","DY","DZ","RX","RY","RZ","DS","PREFERRED"
254,15721,4218,4326,"Approximation at the +/- 1m level assuming that MAGNA-SIRGAS is equivalent to WGS 84. Parameter values taken from Bogota 1975 to MAGNA-SIRGAS (4) (tfm code 15720).","Accuracy about 1 part in 10^5 of distance between points, depending on relative tectonic motion.",3085,5,9.4,-74.4,-72,1,0,9607,963.273,486.386,190.997,-16.4850360280866,-1.66882584284416,21.6928490465265,-13.89914,0
255,15723,4218,4326,"Approximation at the +/- 1m level assuming that MAGNA-SIRGAS is equivalent to WGS 84. Parameter values taken from Bogota 1975 to MAGNA-SIRGAS (5) (tfm code 15722).","Accuracy about 1 part in 10^5 of distance between points, depending on relative tectonic motion.",3086,5,8,-78,-74.4,1,0,9607,-90.29,247.559,-21.989,-8.69688534851263,-4.18803362841004,-12.8082668496251,2.181658,0
256,15725,4218,4326,"Approximation at the +/- 1m level assuming that MAGNA-SIRGAS is equivalent to WGS 84. Parameter values taken from Bogota 1975 to MAGNA-SIRGAS (6) (tfm code 15724).","Accuracy about 1 part in 10^5 of distance between points, depending on relative tectonic motion.",3087,3,5,-78,-74.4,1,0,9607,-0.562,244.299,-456.938,6.8668709851194,-8.25267346177889,-9.2967797230575,3.74656,0
257,15727,4218,4326,"Approximation at the +/- 1m level assuming that MAGNA-SIRGAS is equivalent to WGS 84. Parameter values taken from Bogota 1975 to MAGNA-SIRGAS (7) (tfm code 15726).","Accuracy about 1 part in 10^5 of distance between points, depending on relative tectonic motion.",3088,1,3,-79,-74,1,0,9607,-305.356,222.004,-30.023,-9.69049385992583,1.03196819622539,-19.7573941768278,6.325747,0
258,15729,4218,4326,"Approximation at the +/- 1m level assuming that MAGNA-SIRGAS is equivalent to WGS 84. Parameter values taken from Bogota 1975 to MAGNA-SIRGAS (8) (tfm code 15728).","Accuracy about 1 part in 10^5 of distance between points, depending on relative tectonic motion.",3089,3,7.3,-74.4,-66.5,1,0,9607,221.899,274.136,-397.554,2.80844591036278,-0.44850858891268,-2.81017234679107,-2.199943,0
259,1126,4219,4326,Accuracy estimate not available.,For military purposes.,1287,-3.25,-1.49,105.12,108.29,1,0,9603,-384,664,-48,,,,,1
260,1318,4220,4326,,Used for oil exploration by Conoco.,2316,-8.58,-7.75,12.58,13.4,1,0,9603,-42.01,-332.21,-229.75,,,,,0
261,1319,4220,4326,,Used for oil exploration by Texaco.,2317,-7,-6.03,12.08,12.84,1,0,9603,-40,-354,-224,,,,,0
262,1320,4220,4326,"Replaced by Camacupa to WGS 84 (9). Used by Shell prior to 1994.",Oil exploration prior to 1994.,2321,-7.25,-6.03,11.08,12.08,1,0,9606,-37.2,-370.6,-224,0,0,0.554,0.219,0
263,1321,4220,4326,"Derived as mean of 123 Transit passes at station Cabo Ledo NE base in November 1990. Used by Elf for block 7 up to December 1992 then replaced by Camacupa to WGS 84 (7). Used by Total in block 8, ExxonMobil block 24, Western Geophysical for spec. data.",Oil exploration.,2320,-17.17,-6.03,10,13.86,1,0,9603,-41.8,-342.2,-228.2,,,,,1
264,1322,4220,4326,"Derived at station Djeno during coordination of platform PAL F2 in February 1992. Used by Elf for block 3 up to December 1992 then replaced by Camacupa to WGS 84 (7).",Oil exploration.,2318,-7.33,-6.67,11.75,12.5,1,0,9603,-55.5,-348,-229.2,,,,,0
265,1323,4220,4326,Derived at Luanda observatory December 1992.,Used for oil exploration by Elf for 1993 block 7 shallow water survey.,2319,-10.08,-9.42,12.67,13.4,1,0,9603,-43,-337,-233,,,,,0
266,1324,4220,4326,"Derived at platform PAL F2 in December 1992. For use in blocks 3, 7 and 17, replaced by Camacupa to WGS 84 (10) (code 1327).","Used for oil exploration by Elf for blocks 3, 7 and 17 between December 1992 and 1994 then superseded by Camacupa to WGS 84 (10). Used by Exxon for block 15 since 1993.",2322,-6.58,-6.03,10.83,11.67,1,0,9603,-48,-345,-231,,,,,0
267,1325,4220,4326,"Derived at platform PAL F2 in December 1992. Used by Total for block 2 between December 1992 and 1994 then replaced by Camacupa to WGS 84 (10).",Oil exploration between December 1992 and 1994.,2317,-7,-6.03,12.08,12.84,1,0,9603,-48.6,-345.1,-230.8,,,,,0
268,1326,4220,4326,"Derived by GPS on two Topnav DGPS reference stations at Djeno and Luanda. Replaces Camacupa to WGS 84 (3). In block 18 replaced by BP from 1999 by Camacupa to WGS 84 (10).",Used by Shell since 1994.,2323,-8.33,-6.03,11.08,12.75,1,0,9606,-41.057,-374.564,-226.287,0,0,0.554,0.219,0
269,1327,4220,4326,Derived at platform PAL F2 in 1994 by Topnav using Doris.,Used for oil exploration by Elf in blocks 3 and 17 since 1994. Used by Total in block 2 since 1994. Adopted by BP-Amoco Elf and Exxon for blocks 18 and 31-33 in 1999.,2324,-8.58,-6.03,10.47,12.84,1,0,9603,-50.9,-347.6,-231,,,,,0
270,1127,4221,4326,Derived at 20 stations.,For military purposes. Accuracy 5m in each axis.,1033,-60.04,-21.8,-73.62,-53.5,1,0,9603,-148,136,90,,,,,1
271,1527,4221,4326,"Derived through ties at 2 stations (Cerro Colorado and Chihuido Sur) to 4 IGS stations in February 1995",Oil exploration.,2325,-37.8,-37,-70.7,-69.9,1,0,9603,-154.5,150.7,100.4,,,,,0
272,1128,4222,4326,Derived at 5 stations.,"For military purposes. Accuracy 3m, 6m and 6m in X, Y and Z axes.",1215,-50.34,-22.14,14.03,41.16,1,0,9603,-136,-108,-292,,,,,1
273,1129,4222,4326,"Residuals should not exceed 15 metres. Parameter values are from Cape to Hartebeesthoek94 (1) (code 1504) assuming that Hartebeesthoek94 and WGS 84 are equivalent within the accuracy of the transformation.","?",1215,-50.34,-22.14,14.03,41.16,1,0,9603,-134.73,-110.92,-292.66,,,,,0
274,1130,4223,4326,Derived at 5 stations.,"For military purposes. Accuracy 6m, 9m and 8m in X, Y and Z axes.",1236,30.25,38.43,7.5,13.74,1,0,9603,-263,6,431,,,,,1
275,1538,4223,4326,Derived at station Chaffar January 1995.,Oil exploration.,1489,33.13,38.43,8.62,13.74,1,0,9603,-260.1,5.5,432.2,,,,,0
276,1131,4224,4326,Derived at 6 stations.,"For military purposes. Accuracy 6m, 9m and 5m in X, Y and Z axes.",1188,-27.6,-19.31,-62.68,-54.28,1,0,9603,-134,229,-29,,,,,1
277,3972,4224,4326,"Mandatory for SICAD use until 2005. Replaced by Chua to SIRGAS 2000 (tfm code 4069).","Used by governmental agencies in Distrito Federal until adoption of SIRGAS 2000 by Brazil in 2005. Legally mandated for Cartography System of Distrito Federal (SICAD) until 2005.",3619,-16.04,-15.5,-48.28,-47.3,1,0,9603,-143.87,243.37,-33.52,,,,,0
278,1132,4225,4326,Derived at 17 stations.,"For military purposes. Accuracy 5m, 3m and 5m in X, Y and Z axes.",1293,-35.89,-2.8,-58.2,-34.5,1,0,9603,-206,172,-6,,,,,1
279,1585,4227,4326,,"?",1227,32.33,37.34,35.08,42.4,1,1,9603,-177.5,14.1,237.6,,,,,0
280,1586,4227,4326,"Derived in 1995 by CGG for Al Furat Petroleum Company. Can be approximated using geocentric translations of dX=-174.3m, dY=+14.1m, dZ=+237.6m.",Oil exploration.,2327,35.5,35.7,39.9,40.15,1,0,9606,-175.09,1.218,238.831,-0.047,0.019,0.808,0.1698,0
281,1587,4227,4326,Derived at four stations by Topnav in 1997.,Oil exploration.,2328,35.8,36.5,40.5,41.5,1,0,9603,-191.77,15.01,235.07,,,,,0
282,15741,4227,4326,Derived by Elf in 1991 from tfm code 1584 concatenated with a tfm from WGS72BE to WGS84.,Oil exploration. Accuracy 5m.,2329,35.25,35.5,40,40.5,1,0,9603,-187.5,14.1,237.6,,,,,0
283,15742,4227,4326,Derived for 1998 Omar seismic survey and used in 2000 for El Isba seismic survey.,Oil exploration. Accuracy 5m.,1227,32.33,37.34,35.08,42.4,1,0,9603,-190.421,8.532,238.69,,,,,1
284,15743,4227,4326,"Derived 2005 at 5 triangulation stations and using (EGM96 geoid model +1.15m). Used by Total/DEZPC for Jafra and Mazraa seismic surveys. Can be approximated using geocentric translations of dX=-190.6m, dY=+8.8m, dZ=+239.6m.",Oil exploration. Accuracy 0.5m.,2329,35.25,35.5,40,40.5,1,0,9606,-83.58,-397.54,458.78,-17.595,-2.847,4.256,3.225,0
285,1244,4740,4326,"Mandated for use in Russia by GosStandard of Russia Decree #327 of August 9, 2001.",Geodetic applications. Accuracy better than 0.5 metre.,1198,41.17,82,19.2,-168.98,1,0,9607,-1.08,-0.27,-0.9,0,0,-0.16,-0.12,0
286,15843,4740,4326,"Derived through Glonass and GPS at 30 stations throughout USSR - Former Soviet Union (FSU).",Geodetic applications. Accuracy better than 1.5 metres.,1262,-90,90,-180,180,1,0,9607,0,0,1.5,0,0,-0.076,0,1
287,1148,4229,4326,Derived at 14 stations.,"For military purposes. Accuracy 3m, 6m and 8m in X, Y and Z axes.",1086,21.99,33.75,24.71,36.9,1,0,9603,-130,110,-13,,,,,1
288,1546,4229,4326,,Used for oil exploration by GUPCO.,2341,27.3,29.96,32.3,34.25,1,1,9603,-146.21,112.63,4.05,,,,,0
289,1075,4230,4326,"Derived in 1987 by Geodetic for TPAO. Used on BP 1991/92 2D seismic surveys in central and eastern Turkish sector of Black Sea. In Turkey, replaced by tfm code 1784. Also adopted for use offshore Israel.",Oil Exploration,2896,31.33,42.5,28.15,41.5,1,0,9603,-89.05,-87.03,-124.56,,,,,0
290,1087,4230,4326,Information has not been confirmed by National Mapping Agency.,Topographic mapping.,1130,29.21,33.4,34.98,39.33,1,0,9603,-112,-110.3,-140.2,,,,,0
291,1133,4230,4326,Derived at 85 stations. In Germany will be accepted by LBA for minerals management purposes as alternative to tfm 1052 or 1998.,"For military purposes. Accepted for minerals management in Germany. Accuracy 3m, 8m and 5m in X, Y and Z axes.",2420,36,71.05,-9.4,31.6,1,0,9603,-87,-98,-121,,,,,1
292,1134,4230,4326,Derived at 52 stations.,For military purposes only. Accuracy 3m each axis.,2421,42.5,57.5,-4.6,22.5,1,0,9603,-87,-96,-120,,,,,0
293,1135,4230,4326,Accuracy estimate not available.,For military purposes only.,2345,16.38,37.38,34.27,55.67,1,0,9603,-103,-106,-141,,,,,0
294,1136,4230,4326,Derived at 4 stations.,For military purposes only. Accuracy 15m in each axis.,1078,33.05,36.31,29.94,35.22,1,0,9603,-104,-101,-140,,,,,0
295,1137,4230,4326,Derived at 14 stations.,"For military purposes. Accuracy 6m, 8m and 8m in X, Y and Z axes.",1086,21.99,33.75,24.71,36.9,1,0,9603,-130,-117,-151,,,,,0
296,1138,4230,4326,Derived at 40 stations.,For military purposes only. Accuracy 3m in each axis.,2343,48.17,63.9,-27,3.4,1,0,9603,-86,-96,-120,,,,,0
297,1139,4230,4326,Derived at 20 stations.,"For military purposes. Accuracy 3m, 5m and 3m in X, Y and Z axes.",2344,57.87,71.05,5.3,31.6,1,0,9603,-87,-95,-120,,,,,0
298,1140,4230,4326,Derived at 2 stations.,For military purposes only. Accuracy 25m in each axis.,1106,33.23,41.77,18.27,29.97,1,0,9603,-84,-95,-130,,,,,0
299,1142,4230,4326,Derived at 2 stations.,For military purposes only. Accuracy 25m in each axis.,2339,38.5,41.5,8,10,1,0,9603,-97,-103,-120,,,,,0
300,1143,4230,4326,Derived at 3 stations.,For military purposes only. Accuracy 20m in each axis.,2340,36.5,38.5,12,16,1,0,9603,-97,-88,-135,,,,,0
301,1144,4230,4326,Derived at 1 station.,For military purposes only. Accuracy 25m in each axis.,1154,35.07,36.61,13.48,15.37,1,0,9603,-107,-88,-149,,,,,0
302,1145,4230,4326,Derived at 18 stations.,"For military purposes only. Accuracy 5m, 6m and 3m in X, Y and Z axes.",2338,35.95,43.78,-9.5,3.3,1,0,9603,-84,-107,-120,,,,,0
303,1245,4230,4326,Derived at 4 stations.,For military purposes only. Accuracy 25m in each axis.,1236,30.25,38.43,7.5,13.74,1,0,9603,-112,-77,-145,,,,,0
304,1275,4230,4326,"These same parameter values are used to transform to ETRS89. See ED50 to ETRS89 (10) (code 1650).",For applications to an accuracy of 2 metres.,1096,41.18,51.54,-9.62,10.3,1,0,9603,-84,-97,-117,,,,,0
305,1311,4230,4326,"Based on ED50 to WGS72 (precise ephemeris) 6-nations agreement of 1981 to which precise to broadcast and broadcast to WGS 84 transformations have been concatenated.",Recommended transformation for UKCS and IrishCS petroleum purposes.,2342,49.05,63.9,-15.6,8,1,0,9606,-89.5,-93.8,-123.1,0,0,-0.156,1.2,0
306,1440,4230,4326,,Used in oil industry.,1106,33.23,41.77,18.27,29.97,1,0,9603,-86,-92.2,-127.5,,,,,0
307,1612,4230,4326,"Parameter values are taken from ED50 to ETRS89 (1), code 1588. Adopted for ED50 to WGS84 transformations offshore Norway north of 62N from April 2001 when it replaced code 1590. Included in Statens Kartverk programme wsktrans from v4.0.",Oil industry offshore.,2601,62,80.75,-0.5,32.02,1,0,9606,-116.641,-56.931,-110.559,0.893,0.921,-0.917,-3.52,0
308,1613,4230,4326,"Approximation to 1 metre of concatenated transformation ED50 to WGS 84 (14), code 8653. 8653 remains the transformation promulgated by Statens Kartverk but 1613 recommended by EPSG for practical oil industry usage.",Approximation to 1 metre for oil industry use.,2334,56.12,62,1.5,8,1,0,9606,-90.365,-101.13,-123.384,0.333,0.077,0.894,1.994,0
309,1627,4230,4326,"Parameter values from ED50 to ETRS89 (4) (code 1626). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1 metre.,1080,54.39,58.79,3.25,15.49,1,0,9606,-81.1,-89.4,-115.8,0.485,0.024,0.413,-0.54,0
310,1629,4230,4326,"Parameter values from ED50 to ETRS89 (5) (code 1628). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1 metre.,1105,36.13,36.17,-5.39,-5.37,1,0,9603,-116.8,-106.4,-154.4,,,,,0
311,1631,4230,4326,"Parameter values from ED50 to ETRS89 (6) (code 1630). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1.5 metres.,2335,38.62,40.08,1.2,4.33,1,0,9606,-181.5,-90.3,-187.2,0.144,0.492,-0.394,17.57,0
312,1633,4230,4326,"Parameter values from ED50 to ETRS89 (7) (code 1632). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1.5 metres.,2336,35.98,41.5,-7.5,3.27,1,0,9606,-131,-100.3,-163.4,-1.244,-0.02,-1.144,9.39,0
313,1635,4230,4326,"Parameter values from ED50 to ETRS89 (8) (code 1634). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1.5 metres.,2337,41.5,43.8,-9.3,-4.5,1,0,9606,-178.4,-83.2,-221.3,0.54,-0.532,-0.126,21.2,0
314,1784,4230,4326,"Parameter values from ED50 to ETRS89 (9) (code 1783). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 2 metres.,1237,34.47,43.93,25.59,44.85,1,0,9606,-84.1,-101.8,-129.7,0,0,0.468,1.05,0
315,1810,4230,4326,Derived via concatenation through WGS72. The ED50 to WGS72 step is the Sepplin 1974 value for all Europe.,Oil industry exploration and production operations.,2595,27.5,30.82,25,30.74,1,0,9606,-84,-103,-122.5,0,0,0.554,0.2263,0
316,1853,4230,4326,Derived at a single point in Galway docks.,Used by Enterprise for Corrib.,2961,53.75,55.75,-11.6,-9.5,1,0,9603,-82.31,-95.23,-114.96,,,,,0
317,1961,4230,4326,"Parameter values taken from ED87 to WGS 84 (2) (tfm code 1960) assuming that ED87 is identical to ED50. Errors caused by this assumption can reach 3m.",Used by NAM for offshore operations.,1630,51.5,55.8,2.5,6.4,1,1,9606,-83.11,-97.38,-117.22,0.005693,-0.04469,0.4428,1.218,0
318,1985,4230,4326,,For low resolution applications.,1294,37.01,42.15,-9.5,-6.19,1,0,9603,-87.987,-108.639,-121.593,,,,,0
319,1989,4230,4326,,For medium resolution applications.,1294,37.01,42.15,-9.5,-6.19,1,0,9607,-74.292,-135.889,-104.967,0.524,0.136,-0.61,-3.761,0
320,1998,4230,4326,"Approximation to better than 0.5m of transformation adopted in June 2003 (see ED50 to WGS 84 (35), code 1052). Acceptable to Landesbergamt for Lower Saxony and Bundesanstalt für Seeschifffahrt und Hydrographie.",Recommended transformation for Germany North Sea petroleum purposes.,2879,53.6,55.9,3.3,8.5,1,0,9606,-157.89,-17.16,-78.41,2.118,2.697,-1.434,-5.38,0
321,1999,4230,4326,"Parameter values taken from ED87 to WGS 84 (2) (tfm code 1960) assuming that ED87 is identical to ED50. Errors caused by this assumption can reach 3m.",Used by NAM for offshore operations.,1630,51.5,55.8,2.5,6.4,1,1,9606,-83.11,-97.38,-117.22,0.005693,-0.04469,0.04428,1.218,0
322,3904,4230,4326,"Parameter values from ED87 to WGS 84 (32) (tfm code 3905), assuming that ED87 is identical to ED50. Errors caused by this assumption can reach 3-5m. Used by NAM for offshore operations until mid 2004, then replaced by tfm code 1311.","E&P operations in the Dutch sector of the North Sea.",1630,51.5,55.8,2.5,6.4,1,0,9606,-83.11,-97.38,-117.22,0.00569290865241986,-0.0446975835137458,0.0442850539012516,0.1218,0
323,15964,4230,4326,Developed by the Portuguese Hydrographic Institute and used by the Directorate of Energy and Geology.,Hydrography and minerals management offshore Portugal.,3537,35,41.9,-13.8,-7.3,1,0,9603,-86.277,-108.879,-120.181,,,,,0
324,1146,4231,4326,,"?",2330,52,62,-4,8,1,0,9606,-82.981,-99.719,-110.709,-0.104700015651026,0.0310016003789386,0.0804020214751182,-0.3143,0
325,1960,4231,4326,,Scientific research.,1297,36,71.05,-8.95,31.6,1,1,9606,-83.11,-97.38,-117.22,0.005693,-0.04469,0.04428,1.218,0
326,3905,4231,4326,"Parameter values taken from ED87 to ETRS89 (1) (tfm code 4078) assuming that ETRS89 is coincident with WGS 84 within the accuracy of the transformation. Used as a tfm between ED50 and WGS 84 - see code 3904.",Scientific research.,1297,36,71.05,-8.95,31.6,1,0,9606,-83.11,-97.38,-117.22,0.00569290865241986,-0.0446975835137458,0.0442850539012516,0.1218,1
327,1256,4232,4326,Derived at 7 stations.,"For military purposes. Accuracy 3m, 3m and 9m in X, Y and Z axes.",1183,14.01,26.75,51.9,63.05,1,0,9603,-346,-1,224,,,,,1
328,1438,4232,4326,,Oil exploration.,1183,14.01,26.75,51.9,63.05,1,0,9606,-333.102,-11.02,230.69,0,0,0.554,0.219,0
329,1894,4233,4326,Derived at 1 station.,For military purposes only. Accuracy 25m in each axis.,1152,-4.04,8.09,69.22,77.13,1,1,9603,-133,-321,50,,,,,0
330,15817,4727,4326,"Derived at 1 satellite station. Information source states ""provided for historical purposes only. These parameter [values] should not be used"". Replaced by Midway 1961 to WGS 84 (2) (tfm code 15818).","Military and topographic mapping. Accuracy +/- 25m in each axis.",3202,28.18,28.29,-177.42,-177.3,1,0,9603,912,-58,1227,,,,,1
331,15818,4727,4326,"Derived at 1 satellite station. Replaces Midway 1961 to WGS 84 (1) (tfm code 15817).","Military and topographic mapping. Accuracy +/- 25m in each axis.",3202,28.18,28.29,-177.42,-177.3,1,0,9603,403,-81,277,,,,,0
332,1152,4236,4326,Derived at 4 stations.,For military purposes. Accuracy 15m in each axis.,1228,21.43,26.36,118.07,122.49,1,0,9603,-637,-549,-203,,,,,1
333,1242,4237,4326,"Parameter value error in info source Hungarian text but correct in English summary. Replaces HD72 to WGS 84 (2) (code 1831).",Accuracy at metre level throughout Hungary.,1119,45.78,48.6,16.12,22.91,1,0,9603,52.17,-71.82,-14.9,,,,,1
334,1448,4237,4326,"Parameter values taken from HD72 to ETRS89 (2) (code 1449) assuming that ETRS89 is equivalent to WGS 84 within the accuracy of the transformation. Replaces HD72 to WGS 84 (1) (code 1830).","Approximation at the +/- 1m level assuming that ETRS89 is equivalent to WGS 84.",1119,45.78,48.6,16.12,22.91,1,0,9607,52.684,-71.194,-13.975,0.312,0.1063,0.3729,1.0191,0
335,1677,4237,4326,"Parameter values taken from HD72 to ETRS89 (1) (code 1273) assuming that ETRS89 is equivalent to WGS 84 within the accuracy of the transformation.","Approximation at the +/- 1m level.",1119,45.78,48.6,16.12,22.91,1,1,9607,56,75.77,15.31,-0.37,-0.2,-0.21,-1.01,0
336,1830,4237,4326,"Parameter values taken from HD72 to ETRS89 (1) (code 1829) assuming that ETRS89 is equivalent to WGS 84 within the accuracy of the transformation. OGP recommends use of newer MSZ 7222 equivalent (tfm code 1448) in preference to this transformation.","Approximation at the +/- 1m level assuming that ETRS89 is equivalent to WGS 84.",1119,45.78,48.6,16.12,22.91,1,0,9607,56,-75.77,-15.31,0.37,0.2,0.21,1.01,0
337,1831,4237,4326,"Derived at fundamental point Szolohegy and tested at 99 stations throughout Hungary. OGP recommends use of newer transformation (tfm code 1242) in preference to this transformation.",Accuracy better than 1m in all three dimensions throughout Hungary.,1119,45.78,48.6,16.12,22.91,1,0,9603,57.01,-69.97,-9.29,,,,,0
338,1248,4238,4326,Derived at 1 station.,For military purposes. Accuracy 25m in each axis.,1122,-13.01,7.92,91.66,141.1,1,0,9603,-24,-15,5,,,,,1
339,1832,4238,4326,"Derived via coordinates of 2 Pulse8 stations. Use of ID74 to WGS 84 (3) (code 1833) is recommended.",For oil industry purposes.,1122,-13.01,7.92,91.66,141.1,1,0,9606,2.691,-14.757,4.724,0,0,0.774,-0.6,0
340,1833,4238,4326,"Parameter values from ID74 to DGN95 (1) (code 15911) assuming that DGN95 is equivalent to WGS 84 within the accuracy of the transformation.","Standard deviations of translations are 1.3, 1.1 and 3.6m, of rotations 0.11, 0.06 and 0.04 sec and ppm 0.18.",1122,-13.01,7.92,91.66,141.1,1,0,9607,-1.977,-13.06,-9.993,-0.364,-0.254,-0.689,-1.037,0
341,1153,4239,4326,Derived at 11 stations.,"For military purposes. Accuracy 15m, 6m and 12m in X, Y and Z axes.",1231,5.63,20.47,95.59,105.7,1,0,9603,217,823,299,,,,,1
342,1154,4240,4326,"Derived at 62 stations. Replaced by Indian 1975 to WGS 84 (2) (code 1304).","For military purposes. Accuracy 3m, 2m and 3m in X, Y and Z axes.",1231,5.63,20.47,95.59,105.7,1,0,9603,209,818,290,,,,,1
343,1304,4240,4326,"Derived at 62 stations. Replaces Indian 1975 to WGS 84 (1) (code 1154).","For military purposes. Accuracy 3m, 2m and 3m in X, Y and Z axes.",1231,5.63,20.47,95.59,105.7,1,0,9603,210,814,289,,,,,0
344,1537,4240,4326,Derived in 1995 at point RTSD181.,Oil exploration.,2358,7.3,8.3,102.2,102.7,1,0,9603,204.64,834.74,293.8,,,,,0
345,1812,4240,4326,,Cadastral survey.,1231,5.63,20.47,95.59,105.7,1,0,9606,293,836,318,0.5,1.6,-2.8,2.1,0
346,1084,4242,4326,Derived via NAD27 and WGS 72. Preliminary values derived by Survey Department but not officially promulgated.,For applications requiring 5m accuracy.,3342,17.65,18.6,-78.4,-76.1,1,0,9603,70,207,389.5,,,,,1
347,1085,4242,4326,"Derived at 4 stations, tested at a further 9.",For applications requiring 2m accuracy.,3342,17.65,18.6,-78.4,-76.1,1,0,9603,65.334,212.46,387.63,,,,,0
348,1086,4242,4326,"Derived at 4 stations, tested at a further 9.",For applications requiring 1m accuracy.,3342,17.65,18.6,-78.4,-76.1,1,1,9607,-33.722,153.789,94.959,8.581,4.478,-4.54,-8.95,0
349,15927,4242,4326,"Derived at 4 stations, tested at a further 9. Also used as tfm to JAD69 to JAD2001 (see code 15926).
Note: Info source paper contains an error in sign of dS, subsequently confirmed by primary author and NLA of Jamaica, and corrected in this record.",For applications requiring 1m accuracy.,3342,17.65,18.6,-78.4,-76.1,1,0,9607,-33.722,153.789,94.959,8.581,4.478,-4.54,8.95,0
350,1930,4642,4326,,"Accuracy better than +/- 1 metre.",2820,-22.75,-22.5,167.3,167.55,1,1,9606,244.416,85.339,168.114,-8.9353,7.7523,12.5953,14.268,0
351,15848,4642,4326,,"Accuracy +/- 10 metres.",2820,-22.75,-22.5,167.3,167.55,1,0,9603,-13,-348,292,,,,,1
352,1157,4244,4326,Derived at 3 stations.,For military purposes. Accuracy 20m in each axis.,1218,2.51,11.04,77.06,87.55,1,0,9603,-97,787,86,,,,,1
353,1158,4245,4326,Derived at 6 stations.,"For military purposes. Accuracy 10m, 8m and 6m in X, Y and Z axes.",1309,1.26,6.71,99.64,104.29,1,0,9603,-11,851,5,,,,,1
354,1059,4246,4326,,1 metre accuracy.,1136,28.56,30.1,46.57,49.24,1,0,9603,-294.7,-200.1,525.5,,,,,1
355,1516,4247,4326,Also used for PSAD56 to WGS 84 transformations.,"Parameter values estimated accuracy: ± 2.0m; ± 2.7m; ± 1.3m respectively.",2363,7,10.8,-66,-57.38,1,0,9603,-273.5,110.6,-357.9,,,,,1
356,1201,4248,4326,Derived at 63 stations.,"For military purposes only. Accuracy 17m, 27m and 27m in X, Y and Z axes.",2399,-17.8,12.5,-82,-57,1,0,9603,-288,175,-376,,,,,1
357,1202,4248,4326,Derived at 5 stations.,"For military purposes only. Accuracy 5m, 11m and 14m in X, Y and Z axes.",1049,-22.91,-9.69,-69.69,-57.49,1,0,9603,-270,188,-388,,,,,0
358,1203,4248,4326,Derived at 1 station.,For military purposes. Accuracy 25m in each axis.,2402,-21.46,-17.51,-70.41,-68.44,1,0,9603,-270,183,-390,,,,,0
359,1204,4248,4326,Derived at 3 stations.,For military purposes. Accuracy 20m in each axis.,2403,-49.25,-39.29,-75.72,-71.11,1,0,9603,-305,243,-442,,,,,0
360,1205,4248,4326,Derived at 4 stations.,For military purposes. Accuracy 15m in each axis.,1070,-4.22,15.93,-85.79,-66.91,1,0,9603,-282,169,-371,,,,,0
361,1206,4248,4326,Derived at 11 stations.,"For military purposes. Accuracy 3m, 5m and 3m in X, Y and Z axes.",3241,-5.01,1.5,-81.45,-75.26,1,0,9603,-278,171,-367,,,,,0
362,1207,4248,4326,Derived at 9 stations.,"For military purposes. Accuracy 6m, 14m and 5m in X, Y and Z axes.",1114,1.19,11.98,-61.43,-55.72,1,0,9603,-298,159,-369,,,,,0
363,1208,4248,4326,Derived at 6 stations.,"For military purposes only. Accuracy 6m, 8m and 12m in X, Y and Z axes.",1189,-20.72,-0.03,-84.73,-68.72,1,0,9603,-279,175,-379,,,,,0
364,1209,4248,4326,Derived at 24 stations.,"For military purposes only. Accuracy 9m, 14m and 15m in X, Y and Z axes.",1251,0.65,16.76,-73.36,-57.38,1,0,9603,-295,173,-371,,,,,0
365,1582,4248,4326,Derived May 1995 by Geoid for Total. OSU91A geoid model used.,Oil exploration.,2400,-21.8,-21.5,-64,-63.67,1,0,9603,-259.73,173.12,-398.27,,,,,0
366,1583,4248,4326,Derived July 1997 by Geoid from data recorded by UGA for Total. OSU91A geoid model used.,Oil exploration.,2401,-21.8,-21.5,-64,-63.67,1,0,9603,-307.7,265.3,-363.5,,,,,0
367,1811,4248,4326,Used by Petrobras for shelf operations.,Oil industry exploration.,1754,-2,5,-50,-47,1,0,9603,-291.87,106.37,-364.52,,,,,0
368,3990,4248,4326,"Parameter values from PSAD56 to SIRGAS 1995 (1) (code 3971). Assumes SIRGAS 1995 and WGS 84 can be considered the same to within the accuracy of the transformation.","Suitable for mapping at 1:25,000 scale and smaller.",3241,-5.01,1.5,-81.45,-75.26,1,0,9607,-60.31,245.935,31.008,-12.324,-3.755,7.37,0.447,0
