"DATUM_CODE","DATUM_NAME","DATUM_TYPE","ORIGIN_DESCRIPTION","REALIZATION_EPOCH","ELLIPSOID_CODE","PRIME_MERIDIAN_CODE","AREA_OF_USE_CODE","DATUM_SCOPE","REMARKS","INFORMATION_SOURCE","DATA_SOURCE","REVISION_DATE","CHANGE_ID","DEPRECATED","ESRI_DATUM_NAME"
6182,Azores Occidental Islands 1939,geodetic,"Fundamental point: Observatario Meteorologico Flores.",1939,7022,8901,1344,Topographic mapping.,,"Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2005-12-30,2005.85,0,"D_Azores_Occidental_Islands_1939"
6183,Azores Central Islands 1948,geodetic,"Fundamental point: Graciosa south west base. Latitude: 39 deg 03 min 54.934 sec N; longitude: 28 deg 02 min 23.882 sec W",1948,7022,8901,1301,Topographic mapping.,"Replaced by 1995 adjustment (datum code 6665).","Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.bkg.bund.de/crs-eu/  Oil industry sources for origin description details.",EPSG,2003-12-31,2002.25 2003.231 2003.362,0,"D_Azores_Central_Islands_1948"
6184,Azores Oriental Islands 1940,geodetic,"Fundamental point: Forte de São Bras.",1940,7022,8901,1345,Topographic mapping.,"Replaced by 1995 adjustment (datum code 6664).","Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2003-08-14,2003.231,0,"D_Azores_Oriental_Islands_1940"
6185,Madeira 1936,geodetic,"Fundamental point: Madeira SE Base.",1936,7022,8901,1314,Topographic mapping.,,"Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2001-06-05,,1,"D_Madeira_1936"
6188,OSNI 1952,geodetic,Position fixed to the coordinates from the 19th century Principle Triangulation of station Divis. Scale and orientation controlled by position of Principle Triangulation stations Knocklayd and Trostan.,1952,7001,8901,2530,Geodetic survey and topographic mapping.,"Replaced by Geodetic Datum of 1965 alias 1975 Mapping Adjustment or TM75 (datum code 6300).",Ordnance Survey of Northern Ireland.,EPSG,2001-11-06,,0,"D_OSNI_1952"
6189,Red Geodesica Venezolana,geodetic,Realised by a frame of 67 stations observed in 1995 as a densification of the SIRGAS campaign and adjusted in the ITRF94.,2000,7019,8901,1251,Geodetic survey.,,Servicio Autonomo de Geografia y Cartografia Nacional.,EPSG,2001-06-11,,0,"D_REGVEN"
6190,Posiciones Geodesicas Argentinas 1998,geodetic,"A geodetic network of 136 high accuracy surveyed points. Densification of SIRGAS 1995; ITRF94 at epoch 1995.42.",1998,7019,8901,1033,Geodetic survey.,"Technically, but at this record revision date not legally, replaces the 1994 POSGAR adjustment (code 6694).","Instituto Geográfico Militar de la República Argentina, http://www.igm.gov.ar",EPSG,2005-09-12,2003.372 2005.46 2005.48 2006.77,0,"D_POSGAR_1998"
6191,Albanian 1987,geodetic,,1987,7024,8901,1025,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,"EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2001-11-06,,0,"D_Albanian_1987"
6192,Douala 1948,geodetic,"South pillar of Douala base; 4deg 00min 40.64sec N, 9deg 42min 30.41sec E",1948,7022,8901,2555,Topographic mapping.,"Replaced  by Manoca 1962 datum (code 6193).",TotalFinaElf,EPSG,2005-12-30,2005.83,0,"D_Douala_1948"
6193,Manoca 1962,geodetic,"Reservoir centre at the  Manoca tower (""tube Suel""), 3deg 51min 49.896sec N, 9deg 36min 49.347sec E.",1962,7011,8901,2555,Topographic mapping.,"The intent of the Bukavu 1953 conference was to adopt the Clarke 1880 (RGS) ellipsoid (code 7012) but in practice this datum has used the IGN version.  Replaces Douala 1948 (code 6192).",TotalFinaElf,EPSG,2002-01-18,,0,"D_Manoca_1962"
6194,Qornoq 1927,geodetic,"Fundamental point: Station 7008. Latitude: 64 deg 31 min 06.27 sec N; Longitude: 51 deg 12 min 24.86 sec W (of Greenwich).",1927,7022,8901,3362,Topographic mapping.,,"Kort & Matrikelstyrelsen, Copenhagen. Origin coordinates from NIMA http://earth-info.nima.mil/",EPSG,2006-03-16,2003.362 2005.46 2006.22,0,"D_Qornoq_1927"
6195,Scoresbysund 1952,geodetic,,1952,7022,8901,2570,Topographic mapping.,,"Kort & Matrikelstyrelsen, Copenhagen.",EPSG,2002-01-18,,0,"D_Scoresbysund_1952"
6196,Ammassalik 1958,geodetic,,1958,7022,8901,2571,Topographic mapping.,,"Kort & Matrikelstyrelsen, Copenhagen.",EPSG,2002-01-18,,0,"D_Ammassalik_1958"
6197,Garoua,geodetic,"Fundamental point: IGN astronomical station and benchmark no. 16 at Tongo. Latitude 8 deg 55 min 08.74 sec N; longitude 13 deg 30 min 43.19 sec E (of Greenwich).",,7012,8901,2590,Topographic mapping.,,TotalFinaElf,EPSG,2002-02-12,,0,
6198,Kousseri,geodetic,"IGN astronomical station Dabanga; 11deg 55min 05.9sec N  14deg 38min 40.8sec E.",,7012,8901,2591,Topographic mapping.,,TotalFinaElf,EPSG,2002-02-12,,0,"D_Kousseri"
6199,Egypt 1930,geodetic,"Fundamental point: Station F1 (Venus). Latitude: 30 deg 01 min 42.86 sec N; Longitude: 31 deg 16 min 37.05 sec E (of Greenwich).",1930,7022,8901,3242,Used for scientific purposes only.,"Note that Egypt 1930 uses the International 1924 ellipsoid, unlike the Egypt 1907 datum (code 6229) which uses the Helmert ellipsoid. Oil industry references to the Egypt 1930 datum name and the Helmert ellipsoid probably mean Egypt 1907 datum.",,EPSG,2002-02-12,,0,"D_Egypt_1930"
6200,Pulkovo 1995,geodetic,"Fundamental point: Pulkovo observatory. Latitude: 59 deg 46 min 15.359 sec N; Longitude: 30 deg 19 min 28.318 sec E (of Greenwich).",1995,7024,8901,1198,Scientific adjustment.,,"""Main Terms of Reference for the State Geodetic Network""; Federal Geodetic Service of Russia; 1994",EPSG,1996-09-12,,0,"D_Pulkovo_1995"
6201,Adindan,geodetic,"Fundamental point: Station 15; Adindan. Latitude: 22 deg 10 min 07.110 sec N; Longitude: 31 deg 29 min 21.608 sec E (of Greenwich).",,7012,8901,1271,Topographic mapping.,"The 12th parallel traverse of 1966-70 (Point 58 datum, code 6620) is connected to the Adindan network in western Sudan. This has given rise to misconceptions that the Adindan network is used in west Africa.",,EPSG,2003-12-31,2002.431 2003.361,0,"D_Adindan"
6202,Australian Geodetic Datum 1966,geodetic,"Fundamental point: Johnson Memorial Cairn. Latitude: 25 deg 56 min 54.5515 sec S; Longitude: 133 deg 12 min 30.0771 sec E (of Greenwich).",1966,7003,8901,1279,Topographic mapping.,,"Australian Map Grid Technical Manual. National Mapping Council of Australia Technical Publication 7; 1972.",EPSG,2003-12-31,2003.361,0,"D_Australian_1966"
6203,Australian Geodetic Datum 1984,geodetic,"Fundamental point: Johnson Memorial Cairn. Latitude: 25 deg 56 min 54.5515 sec S; Longitude: 133 deg 12 min 30.0771 sec E (of Greenwich).",1984,7003,8901,2576,Topographic mapping.,"Uses all data from 1966 adjustment with additional observations, improved software and a geoid model.","""GDA technical manual v2_2"", Intergovernmental Committee on Surveying and Mapping. www.anzlic.org.au/icsm/gdtm/",EPSG,2003-12-31,2003.29 2003.361,0,"D_Australian_1984"
6204,Ain el Abd 1970,geodetic,"Fundamental point: Ain El Abd.  Latitude: 28 deg 14 min 06.171 sec N; Longitude: 48 deg 16 min 20.906 sec E (of Greenwich).",1970,7022,8901,1272,Topographic mapping.,,,EPSG,2003-12-31,2003.361,0,"D_Ain_el_Abd_1970"
6205,Afgooye,geodetic,,,7024,8901,1214,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Afgooye"
6206,Agadez,geodetic,,,7011,8901,1177,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Agadez"
6207,Lisbon 1937,geodetic,"Fundamental point: Castelo Sao Jorge; Lisbon. Latitude: 38 deg 42 min 43.631 sec N; Longitude: 9 deg 07 min 54.862 sec W (of Greenwich).",1937,7022,8901,1294,Topographic mapping.,"Replaces Lisbon 1890 adjustment (which used Bessel 1841 ellipsoid).","Instituto Geografico e Cadastral; Lisbon",EPSG,1995-06-02,2001.551,0,"D_Lisbon"
6208,Aratu,geodetic,,,7022,8901,1274,Oil industry geodetic purposes.,,,EPSG,1995-06-02,,0,"D_Aratu"
6209,Arc 1950,geodetic,"Fundamental point: Buffelsfontein. Latitude: 33 deg 59 min 32.000 sec S; Longitude: 25 deg 30 min 44.622 sec E (of Greenwich).",1950,7013,8901,1276,"Topographic mapping, geodetic survey.",,,EPSG,1995-06-02,,0,"D_Arc_1950"
6210,Arc 1960,geodetic,"Fundamental point: Buffelsfontein. Latitude: 33 deg 59 min 32.000 sec S; Longitude: 25 deg 30 min 44.622 sec E (of Greenwich).",1960,7012,8901,1277,"Topographic mapping, geodetic survey.",,,EPSG,1995-06-02,,0,"D_Arc_1960"
6211,Batavia,geodetic,"Fundamental point: Longitude at Batavia Astro. Station. Latitude: 6 deg  7 min 39.522 sec S; Longitude: 106 deg 48 min 27.790 sec E (of Greenwich). Latitude and azimuth at Genuk.",,7004,8901,1285,Topographic mapping.,,,EPSG,2003-12-31,2003.361,0,"D_Batavia"
6212,Barbados 1938,geodetic,"Fundamental point: HMS Challenger astro station M1, St. Anne's Tower; latitude 13 deg 04 min 32.53 sec N; longitude 59 deg 36 min 29.34 sec W (of Greenwich).",1938,7012,8901,1042,Topographic mapping.,,Ordnance Survey of Great Britain.,EPSG,1999-04-22,99.171 2005.,0,"D_Barbados_1938"
6213,Beduaram,geodetic,,,7011,8901,2771,Topographic mapping.,,,EPSG,2004-09-01,2004.49,0,"D_Beduaram"
6214,Beijing 1954,geodetic,,1954,7024,8901,1067,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Beijing_1954"
6215,Reseau National Belge 1950,geodetic,"Fundamental point: Lommel (tower). Latitude: 51 deg 13 min 47.334 sec N; Longitude: 5 deg 18 min 49.483 sec E (of Greenwich).",1950,7022,8901,1347,Topographic mapping.,,,EPSG,2003-12-18,2003.361,0,"D_Belge_1950"
6216,Bermuda 1957,geodetic,"Fundamental point: Fort George base. Latitude 32 deg 22 min 44.36 sec N; longitude 64 deg 40 min 58.11 sec W (of Greenwich).",1957,7008,8901,1047,Topographic mapping.,,Various oil industry sources.,EPSG,2003-12-31,2003.362,0,"D_Bermuda_1957"
6218,Bogota 1975,geodetic,"Fundamental point: Bogota observatory. Latitude: 4 deg 35 min 56.570 sec N; Longitude: 74 deg  4 min 51.300 sec W (of Greenwich).",1975,7022,8901,3229,Topographic mapping.,"Replaces 1951 adjustment. Replaced by MAGNA-SIRGAS (datum code 6685).","Instituto Geografico Agustin Codazzi (IGAC) special publication no. 1, 4th edition (1975) ""Geodesia: Resultados Definitvos de Parte de las Redes Geodesicas Establecidas en el Pais"".",EPSG,2007-07-02,2000.20 2005.06 2007.060,0,"D_Bogota"
6219,Bukit Rimpah,geodetic,"2deg 00min 40.16sec S  105deg 51min 39.76sec E (of Greenwich).",,7004,8901,1287,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Bukit_Rimpah"
6220,Camacupa,geodetic,"Fundamental point: Campo de Aviaçao. Latitude: 12 deg 01 min 09.070 sec South, Longitude = 17 deg 27 min 19.800 sec East of Greenwich",1948,7012,8901,1288,Coastal hydrography.,,"Portuguese Hydrographic Institute and Clifford J. Mugnier, PE&RS journal, March 2001.",EPSG,2006-12-05,2003.361 2006.973,0,"D_Camacupa"
6221,Campo Inchauspe,geodetic,"Fundamental point: Campo Inchauspe. Latitude: 35 deg 58 min 16.56 sec S; Longitude: 62 deg 10 min 12.03 sec W (of Greenwich).",,7022,8901,1033,Topographic mapping.,,"NIMA http://earth-info.nima.mil/",EPSG,2005-09-05,2003.361 2005.46,0,"D_Campo_Inchauspe"
6222,Cape,geodetic,"Fundamental point: Buffelsfontein. Latitude: 33 deg 59 min 32.000 sec S; Longitude: 25 deg 30 min 44.622 sec E (of Greenwich).",,7013,8901,1290,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,"Private Communication, Directorate of Surveys and Land Information, Cape Town.",EPSG,1996-10-18,96.25  99.69,0,"D_Cape"
6223,Carthage,geodetic,"Fundamental point: Carthage. Latitude: 40.9464506g = 36 deg 51 min 06.50 sec N; Longitude: 8.8724368g E of Paris = 10 deg 19 min 20.72 sec E of Greenwich.",1925,7011,8901,1236,Topographic mapping.,Fundamental point astronomic coordinates determined in 1878.,,EPSG,2004-01-15,2003.362 2003.05,0,"D_Carthage"
6224,Chua,geodetic,"Fundamental point: Chua. Latitude: 19 deg 45 min 41.160 sec S; Longitude: 48 deg 06 min 07.560 sec W (of Greenwich).",,7022,8901,3356,Geodetic survey.,"The Chua origin and associated triangulation network is in Brazil, but with a connecting traverse through northern Paraguay. The Chua system was used in Brazil only as input into the Corrego Allegre adjustment (datum code 6225).","NIMA http://earth-info.nima.mil/",EPSG,2006-07-14,2003.361 2005.46 2005.84 2006.49,0,"D_Chua"
6225,Corrego Alegre,geodetic,"Fundamental point: Corrego Alegre. Latitude: 19 deg 50 min 15.140 sec S; Longitude: 48 deg 57 min 42.750 sec W (of Greenwich).",,7022,8901,1293,"Topographic mapping, geodetic survey. Superseded by SAD69.","NIMA gives coordinates of origin as Latitude: 19 deg 50 min 15.140 sec S; Longitude: 48 deg 57 min 42.750 sec W.","IGBE and NIMA http://earth-info.nima.mil/",EPSG,2006-02-09,2005.841,0,"D_Corrego_Alegre"
6226,"Cote d'Ivoire",geodetic,,,7011,8901,1075,Topographic mapping.,,,EPSG,1995-06-02,2001.11,1,"D_Cote_d_Ivoire"
6227,Deir ez Zor,geodetic,"Fundamental point: Trig. 254 Deir. Latitude: 35 deg 21 min 49.975 sec N; Longitude: 40 deg 05 min 46.770 sec E (of Greenwich).",,7011,8901,1623,Topographic mapping.,,,EPSG,2003-12-31,2003.361,0,"D_Deir_ez_Zor"
6228,Douala,geodetic,,,7011,8901,1060,Topographic mapping.,,,EPSG,1995-06-02,,1,"D_Douala"
6229,Egypt 1907,geodetic,"Fundamental point: Station F1 (Venus). Latitude: 30 deg 01 min 42.86 sec N; Longitude: 31 deg 16 min 33.60 sec E (of Greenwich).",1907,7020,8901,1086,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,,EPSG,1995-06-02,,0,"D_Egypt_1907"
6230,European Datum 1950,geodetic,"Fundamental point: Potsdam (Helmert Tower). Latitude: 52 deg 22 min 51.4456 sec N; Longitude: 13 deg  3 min 58.9283 sec E (of Greenwich).",1950,7022,8901,1296,"Topographic mapping, geodetic survey.",,"EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2003-12-31,2003.361,0,"D_European_1950"
6231,European Datum 1987,geodetic,"Fundamental point: Potsdam (Helmert Tower). Latitude: 52 deg 22 min 51.4456 sec N; Longitude: 13 deg  3 min 58.9283 sec E (of Greenwich).",1987,7022,8901,1297,Scientific network.,,,EPSG,2003-12-31,2003.362,0,"D_European_1987"
6232,Fahud,geodetic,"Fundamental point: Station NO68-024 Fahud. Latitude: 22 deg 17 min 31.182 sec N; Longitude: 56 deg 29 min 18.820 sec E (of Greenwich).",,7012,8901,3288,Oil industry mapping.,"Replaced by PSD93 (code 6134).",Petroleum Development Oman.,EPSG,1995-06-02,,0,"D_Fahud"
6233,Gandajika 1970,geodetic,,1970,7022,8901,1152,Topographic mapping.,,,EPSG,1995-06-02,,1,"D_Gandajika_1970"
6234,Garoua,geodetic,,,7011,8901,1060,Topographic mapping.,"The intent of the Bukavu 1953 conference was to adopt the Clarke 1880 (RGS) ellipsoid (code 7012) but in practice this datum has used the IGN version.",,EPSG,1995-06-02,,1,"D_Garoua"
6235,Guyane Francaise,geodetic,,,7022,8901,1097,Topographic mapping.,,,EPSG,1995-06-02,,1,"D_Guyane_Francaise"
6236,Hu Tzu Shan,geodetic,"Fundamental point: Hu Tzu Shan. Latitude: 23 deg 58 min 32.34 sec N; Longitude: 120 deg 58 min 25.975 sec E (of Greenwich).",,7022,8901,3315,Topographic mapping.,,"NIMA http://earth-info.nima.mil/",EPSG,2005-12-30,2003.362 2005.46 2005.83,0,"D_Hu_Tzu_Shan"
6237,Hungarian Datum 1972,geodetic,"Fundamental point: Szolohegy. Latitude: 47 deg 17 min 32,6156 sec N; Longitude 19 deg 36 min 09.9865 sec E; geoid height 6.56m.",1972,7036,8901,1119,Topographic mapping.,,"http://lazarus.elte.hu/gb/geodez/geod3.htm",EPSG,1996-10-18,96.09,0,"D_Hungarian_1972"
6238,Indonesian Datum 1974,geodetic,"Fundamental point: Padang. Latitude: 0 deg 56 min 38.414 sec S; Longitude: 100 deg 22 min  8.804 sec E (of Greenwich). Ellipsoidal height 3.190m, gravity-related height 14.0m above mean sea level.",1974,7021,8901,1122,Topographic mapping.,Replaced by DGN95.,Bakosurtanal 1979 paper by Jacob Rais.,EPSG,2006-08-25,2002.151 2006.81,0,"D_Indonesian_1974"
6239,Indian 1954,geodetic,Extension of Kalianpur 1937 over Myanmar and Thailand.,1954,7015,8901,1304,Topographic mapping.,,,EPSG,2003-12-31,2003.361,0,"D_Indian_1954"
6240,Indian 1975,geodetic,"Fundamental point: Khau Sakaerang",1975,7015,8901,1231,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Indian_1975"
6241,Jamaica 1875,geodetic,"Fundamental point: Fort Charles Flagstaff. Latitude: 17 deg 55 min 55.800 sec N; Longitude: 76 deg 56 min 37.260 sec W (of Greenwich).",1875,7034,8901,3342,Topographic mapping.,,"Survey Department, Government of Jamaica, 1983.",EPSG,2004-09-12,2004.51,0,"D_Jamaica_1875"
6242,Jamaica 1969,geodetic,"Fundamental point: Fort Charles Flagstaff. Latitude: 17 deg 55 min 55.800 sec N; Longitude: 76 deg 56 min 37.260 sec W (of Greenwich).",1969,7008,8901,3342,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,"Survey Department, Government of Jamaica, 1983.",EPSG,2004-09-12,2004.51,0,"D_Jamaica_1969"
6243,Kalianpur 1880,geodetic,"Fundamental point: Kalianpur. Latitude: 24 deg  07 min 11.260 sec N; Longitude: 77 deg 39 min 17.570 sec E (of Greenwich).",1880,7042,8901,1307,Topographic mapping.,"Includes 1916 extension into Burma (Myanmar).  Replaced by 1937 adjustment.","G. Bomford; ""The Re-adjustment of the Indian Triangulation""; Survey of India Professional Paper 28; 1939.",EPSG,2004-04-27,97.23 2004.27,0,"D_Kalianpur_1880"
6244,Kandawala,geodetic,,,7015,8901,3310,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Kandawala"
6245,Kertau 1968,geodetic,"Fundamental point: Kertau. Latitude: 3 deg 27 min 50.710 sec N; Longitude: 102 deg 37 min 24.550 sec E (of Greenwich).",1968,7018,8901,1309,"Geodetic survey, cadastre.","Replaces MRT48 and earlier adjustments. Adopts metric conversion of 39.370113 inches per metre. Not used for 1969 metrication of RSO grid - see Kertau (RSO) (code 6751).",Defence Geographic Centre.,EPSG,2006-07-31,2006.251,0,"D_Kertau"
6246,Kuwait Oil Company,geodetic,"Fundamental point: K28.  Latitude: 29 deg 03 min 42.348 sec N; Longitude: 48 deg 08 min 42.558 sec E (of Greenwich).",1952,7012,8901,3267,Oil industry mapping.,,,EPSG,2004-06-16,2004.41,0,"D_Kuwait_Oil_Company"
6247,La Canoa,geodetic,"Fundamental point: La Canoa. Latitude: 8 deg 34 min 17.170 sec N; Longitude: 63 deg 51 min 34.880 sec W (of Greenwich).",,7022,8901,3327,"Geodetic survey, topographic mapping, engineering survey.",Origin also adopted for PSAD56.,,EPSG,1995-06-02,,0,"D_La_Canoa"
6248,Provisional South American Datum 1956,geodetic,"Fundamental point: La Canoa. Latitude: 8 deg 34 min 17.170 sec N; Longitude: 63 deg 51 min 34.880 sec W (of Greenwich).",1956,7022,8901,1348,Topographic mapping.,Same origin as La Canoa datum.,,EPSG,1995-06-02,,0,"D_Provisional_S_American_1956"
6249,Lake,geodetic,"Fundamental point: Maracaibo Cathedral. Latitude: 10 deg 38 min 34.678 sec N; Longitude: 71 deg 36 min 20.224 sec W (of Greenwich).",,7022,8901,1312,Oil industry mapping.,,,EPSG,1995-06-02,,0,"D_Lake"
6250,Leigon,geodetic,"Fundamental point: GCS Station 121, Leigon. Latitude: 5 deg 38 min 52.27 sec N; Longitude: 0 deg 11 min 46.08 sec W (of Greenwich).",,7012,8901,1104,Topographic mapping.,"Replaced Accra datum (code 6168) from 1978.  Coordinates at Leigon fundamental point defined as Accra datum values for that point.",Ordnance Survey International,EPSG,1995-06-02,,0,"D_Leigon"
6251,Liberia 1964,geodetic,"Fundamental point: Robertsfield. Latitude: 6 deg 13 min 53.02 sec N; Longitude: 10 deg 21 min 35.44 sec W (of Greenwich).",1964,7012,8901,3270,Topographic mapping.,,"NIMA http://earth-info.nima.mil/",EPSG,2005-09-05,2003.362 2005.46,0,"D_Liberia_1964"
6252,Lome,geodetic,,,7011,8901,1232,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Lome"
6253,Luzon 1911,geodetic,"Fundamental point: Balacan. Latitude: 13 deg 33 min 41.000 sec N; Longitude: 121 deg 52 min  03.000 sec E (of Greenwich).",1911,7008,8901,1190,Topographic mapping.,"Replaced by Philippine Reference system of 1992 (datum code 6683).",Coast and Geodetic Survey,EPSG,2004-12-24,2004.73,0,"D_Luzon_1911"
6254,Hito XVIII 1963,geodetic,Chile-Argentina boundary survey.,1963,7022,8901,1303,Geodetic survey.,Used in Tierra del Fuego.,Various oil company records.,EPSG,1995-06-02,,0,"D_Hito_XVIII_1963"
6255,Herat North,geodetic,"Fundamental point: Herat North. Latitude: 34 deg 23 min 09.08 sec N; Longitude: 64 deg 10 min 58.94 sec E (of Greenwich).",,7022,8901,1024,Topographic mapping.,,"NIMA http://earth-info.nima.mil/",EPSG,2005-09-05,2003.362 2005.46,0,"D_Herat_North"
6256,Mahe 1971,geodetic,"Fundamental point: Mahe",1971,7012,8901,1208,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Mahe_1971"
6257,Makassar,geodetic,"Fundamental point: station P1, Moncongloe. Latitude: 5 deg 08 min 41.42 sec S; long 119 deg 24 min 14.94 sec E of Greenwich.",,7004,8901,1316,Topographic mapping.,,"NIMA http://earth-info.nima.mil/",EPSG,2005-09-05,2003.361 2005.46,0,"D_Makassar"
6258,European Terrestrial Reference System 1989,geodetic,"Fixed to the stable part of the Eurasian continental 
plate and consistent with ITRS at the epoch 1989.0.",1989,7019,8901,1298,Geodetic survey.,"The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used for the realisation.",,EPSG,2003-08-14,97.11  97.55  99.111 2000.72 2003.26,0,"D_ETRS_1989"
6259,Malongo 1987,geodetic,"Fundamental point: Station Y at Malongo base camp. Latitude: 5 deg 23 min 30.810 sec S; Longitude: 12 deg 12 min  01.590 sec E (of Greenwich).",1987,7022,8901,3180,Oil industry offshore exploration and production from 1987.,"Replaced Mhast (offshore) (code 6705) in 1987. Origin coordinates constrained to those of Mhast (offshore) but other station coordinates differ. References to ""Mhast"" since 1987 often should have stated ""Malongo 1987"".",Chevron Petroleum Technology.,EPSG,2006-01-06,2005.751,0,"D_Malongo_1987"
6260,Manoca,geodetic,,,7012,8901,1060,Topographic mapping.,,,EPSG,1995-06-02,,1,"D_Manoca"
6261,Merchich,geodetic,"Fundamental point: Merchich. Latitude: 33 deg 26 min 59.672 sec N; Longitude: 7deg 33 min 27.295sec W (of Greenwich).",1922,7011,8901,3280,Topographic mapping.,,,EPSG,2003-12-31,2003.361,0,"D_Merchich"
6262,Massawa,geodetic,,,7004,8901,1089,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Massawa"
6263,Minna,geodetic,"Fundamental point: Minna base station L40. Latitude: 9 deg 38 min 08.87 sec N; Longitude: 6 deg 30 min 58.76 sec E (of Greenwich).",,7012,8901,1178,Topographic mapping.,,"NIMA http://earth-info.nima.mil/",EPSG,2005-09-05,2003.361 2005.46,0,"D_Minna"
6264,Mhast,geodetic,,,7022,8901,1318,Coastal hydrography.,,,EPSG,1995-06-02,,1,"D_Mhast"
6265,Monte Mario,geodetic,"Fundamental point: Monte Mario. Latitude: 41 deg 55 min 25.51 sec N; Longitude: 12 deg  27 min  08.4 sec E (of Greenwich).",1940,7022,8901,3343,Topographic mapping.,"Replaced Genova datum, Bessel 1841 ellipsoid, from 1940.",,EPSG,2003-12-31,2003.36,0,"D_Monte_Mario"
6266,"M'poraloko",geodetic,,,7011,8901,1100,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_Mporaloko"
6267,North American Datum 1927,geodetic,"Fundamental point: Meade's Ranch. Latitude: 39 deg 13 min 26.686 sec N; Longitude: 98 deg 32 min 30.506 sec W (of Greenwich).",1927,7008,8901,1349,Topographic mapping.,"Replaced by North American Datum 1983 (NAD83)",,EPSG,1995-06-02,,0,"D_North_American_1927"
6268,NAD Michigan,geodetic,"Fundamental point: Meade's Ranch. Latitude: 39 deg 13 min 26.686 sec N; Longitude: 98 deg 32 min 30.506 sec W (of Greenwich).",,7009,8901,1391,Topographic mapping.,,,EPSG,1995-06-02,,0,"D_North_American_Michigan"
6269,North American Datum 1983,geodetic,Origin at geocentre.,1986,7019,8901,1350,Topographic mapping.,"Although the 1986 adjustment included connections to Greenland and Mexico, it has not been adopted there.",,EPSG,2006-07-19,2006.464,0,"D_North_American_1983"
6270,Nahrwan 1967,geodetic,"Fundamental point: Nahrwan south base.  Latitude: 33 deg 19 min 10.87 sec N; Longitude: 44 deg 43 min 25.54 sec E (of Greenwich).",1967,7012,8901,1351,Topographic mapping.,"In Iraq, replaces Nahrwan 1934.",,EPSG,2006-06-02,2006.34,0,"D_Nahrwan_1967"
6271,Naparima 1972,geodetic,"Fundamental point: Naparima. Latitude: 10 deg 16 min 44.860 sec N; Longitude: 61 deg 27 min 34.620 sec W (of Greenwich).",1972,7022,8901,1322,Topographic mapping.,Naparima 1972 is an extension of the Naparima 1955 network of Trinidad to include Tobago.,Ordnance Survey International.,EPSG,1995-06-02,,0,"D_Naparima_1972"
6272,New Zealand Geodetic Datum 1949,geodetic,"Fundamental point: Papatahi. Latitude: 41 deg 19 min  8.900 sec S; Longitude: 175 deg  02 min 51.000 sec E (of Greenwich).",1949,7022,8901,3285,"Geodetic survey, cadastre, topographic mapping, engineering survey.","Replaced by New Zealand Geodetic Datum 2000 (code 6167) from March 2000.","Land Information New Zealand. http://www.linz.govt.nz/rcs/linz/pub/web/root/core/SurveySystem/GeodeticInfo/GeodeticDatums/nzgd2000factsheet/index.jsp",EPSG,2004-03-26,2000.702 2004.11,0,"D_New_Zealand_1949"
6273,NGO 1948,geodetic,"Fundamental point: Oslo observatory. Latitude: 59 deg 54 min 43.7 sec N; Longitude: 10 deg 43 min 22.5 sec E (of Greenwich).",1948,7005,8901,1352,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,"EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2004-01-05,2003.362,0,"D_NGO_1948"
6274,Datum 73,geodetic,"Fundamental point:  TF4, Melrica. Latitude: 39 deg 41 min 37.30 sec N; Longitude: 8 deg 07 min 53.31 sec W (of Greenwich).",1964,7022,8901,1294,Topographic mapping.,,"Instituto Geografico e Cadastral; Lisbon",EPSG,1995-06-02,,0,"D_Datum_73"
6275,Nouvelle Triangulation Francaise,geodetic,"Fundamental point: Pantheon. Latitude: 48 deg 50 min 46.522 sec N; Longitude: 2 deg 20 min 48.667 sec E (of Greenwich).",1895,7011,8901,1326,Topographic mapping.,,,EPSG,2004-01-07,2003.361,0,"D_NTF"
6276,NSWC 9Z-2,geodetic,,,7025,8901,1262,Satellite navigation.,Transit precise ephemeris before 1991.,,EPSG,1995-06-02,,0,"D_NSWC_9Z_2"
